date,fulldatealternatekey,month,quarter,year
20150430,30-04-2015,April,2,2015
20150501,01-05-2015,May,2,2015
20150502,02-05-2015,May,2,2015
20150503,03-05-2015,May,2,2015
20150504,04-05-2015,May,2,2015
20150505,05-05-2015,May,2,2015
20150506,06-05-2015,May,2,2015
20150507,07-05-2015,May,2,2015
20150508,08-05-2015,May,2,2015
20150509,09-05-2015,May,2,2015
20150510,10-05-2015,May,2,2015
20150511,11-05-2015,May,2,2015
20150512,12-05-2015,May,2,2015
20150513,13-05-2015,May,2,2015
20150514,14-05-2015,May,2,2015
20150515,15-05-2015,May,2,2015
20150516,16-05-2015,May,2,2015
20150517,17-05-2015,May,2,2015
20150518,18-05-2015,May,2,2015
20150519,19-05-2015,May,2,2015
20150520,20-05-2015,May,2,2015
20150521,21-05-2015,May,2,2015
20150522,22-05-2015,May,2,2015
20150523,23-05-2015,May,2,2015
20150524,24-05-2015,May,2,2015
20150525,25-05-2015,May,2,2015
20150526,26-05-2015,May,2,2015
20150527,27-05-2015,May,2,2015
20150528,28-05-2015,May,2,2015
20150529,29-05-2015,May,2,2015
20150530,30-05-2015,May,2,2015
20150531,31-05-2015,May,2,2015
20150601,01-06-2015,June,2,2015
20150602,02-06-2015,June,2,2015
20150603,03-06-2015,June,2,2015
20150604,04-06-2015,June,2,2015
20150605,05-06-2015,June,2,2015
20150606,06-06-2015,June,2,2015
20150607,07-06-2015,June,2,2015
20150608,08-06-2015,June,2,2015
20150609,09-06-2015,June,2,2015
20150610,10-06-2015,June,2,2015
20150611,11-06-2015,June,2,2015
20150612,12-06-2015,June,2,2015
20150613,13-06-2015,June,2,2015
20150614,14-06-2015,June,2,2015
20150615,15-06-2015,June,2,2015
20150616,16-06-2015,June,2,2015
20150617,17-06-2015,June,2,2015
20150618,18-06-2015,June,2,2015
20150619,19-06-2015,June,2,2015
20150620,20-06-2015,June,2,2015
20150621,21-06-2015,June,2,2015
20150622,22-06-2015,June,2,2015
20150623,23-06-2015,June,2,2015
20150624,24-06-2015,June,2,2015
20150625,25-06-2015,June,2,2015
20150626,26-06-2015,June,2,2015
20150627,27-06-2015,June,2,2015
20150628,28-06-2015,June,2,2015
20150629,29-06-2015,June,2,2015
20150630,30-06-2015,June,2,2015
20150701,01-07-2015,July,3,2015
20150702,02-07-2015,July,3,2015
20150703,03-07-2015,July,3,2015
20150704,04-07-2015,July,3,2015
20150705,05-07-2015,July,3,2015
20150706,06-07-2015,July,3,2015
20150707,07-07-2015,July,3,2015
20150708,08-07-2015,July,3,2015
20150709,09-07-2015,July,3,2015
20150710,10-07-2015,July,3,2015
20150711,11-07-2015,July,3,2015
20150712,12-07-2015,July,3,2015
20150713,13-07-2015,July,3,2015
20150714,14-07-2015,July,3,2015
20150715,15-07-2015,July,3,2015
20150716,16-07-2015,July,3,2015
20150717,17-07-2015,July,3,2015
20150718,18-07-2015,July,3,2015
20150719,19-07-2015,July,3,2015
20150720,20-07-2015,July,3,2015
20150721,21-07-2015,July,3,2015
20150722,22-07-2015,July,3,2015
20150723,23-07-2015,July,3,2015
20150724,24-07-2015,July,3,2015
20150725,25-07-2015,July,3,2015
20150726,26-07-2015,July,3,2015
20150727,27-07-2015,July,3,2015
20150728,28-07-2015,July,3,2015
20150729,29-07-2015,July,3,2015
20150730,30-07-2015,July,3,2015
20150731,31-07-2015,July,3,2015
20150801,01-08-2015,August,3,2015
20150802,02-08-2015,August,3,2015
20150803,03-08-2015,August,3,2015
20150804,04-08-2015,August,3,2015
20150805,05-08-2015,August,3,2015
20150806,06-08-2015,August,3,2015
20150807,07-08-2015,August,3,2015
20150808,08-08-2015,August,3,2015
20150809,09-08-2015,August,3,2015
20150810,10-08-2015,August,3,2015
20150811,11-08-2015,August,3,2015
20150812,12-08-2015,August,3,2015
20150813,13-08-2015,August,3,2015
20150814,14-08-2015,August,3,2015
20150815,15-08-2015,August,3,2015
20150816,16-08-2015,August,3,2015
20150817,17-08-2015,August,3,2015
20150818,18-08-2015,August,3,2015
20150819,19-08-2015,August,3,2015
20150820,20-08-2015,August,3,2015
20150821,21-08-2015,August,3,2015
20150822,22-08-2015,August,3,2015
20150823,23-08-2015,August,3,2015
20150824,24-08-2015,August,3,2015
20150825,25-08-2015,August,3,2015
20150826,26-08-2015,August,3,2015
20150827,27-08-2015,August,3,2015
20150828,28-08-2015,August,3,2015
20150829,29-08-2015,August,3,2015
20150830,30-08-2015,August,3,2015
20150831,31-08-2015,August,3,2015
20150901,01-09-2015,September,3,2015
20150902,02-09-2015,September,3,2015
20150903,03-09-2015,September,3,2015
20150904,04-09-2015,September,3,2015
20150905,05-09-2015,September,3,2015
20150906,06-09-2015,September,3,2015
20150907,07-09-2015,September,3,2015
20150908,08-09-2015,September,3,2015
20150909,09-09-2015,September,3,2015
20150910,10-09-2015,September,3,2015
20150911,11-09-2015,September,3,2015
20150912,12-09-2015,September,3,2015
20150913,13-09-2015,September,3,2015
20150914,14-09-2015,September,3,2015
20150915,15-09-2015,September,3,2015
20150916,16-09-2015,September,3,2015
20150917,17-09-2015,September,3,2015
20150918,18-09-2015,September,3,2015
20150919,19-09-2015,September,3,2015
20150920,20-09-2015,September,3,2015
20150921,21-09-2015,September,3,2015
20150922,22-09-2015,September,3,2015
20150923,23-09-2015,September,3,2015
20150924,24-09-2015,September,3,2015
20150925,25-09-2015,September,3,2015
20150926,26-09-2015,September,3,2015
20150927,27-09-2015,September,3,2015
20150928,28-09-2015,September,3,2015
20150929,29-09-2015,September,3,2015
20150930,30-09-2015,September,3,2015
20151001,01-10-2015,October,4,2015
20151002,02-10-2015,October,4,2015
20151003,03-10-2015,October,4,2015
20151004,04-10-2015,October,4,2015
20151005,05-10-2015,October,4,2015
20151006,06-10-2015,October,4,2015
20151007,07-10-2015,October,4,2015
20151008,08-10-2015,October,4,2015
20151009,09-10-2015,October,4,2015
20151010,10-10-2015,October,4,2015
20151011,11-10-2015,October,4,2015
20151012,12-10-2015,October,4,2015
20151013,13-10-2015,October,4,2015
20151014,14-10-2015,October,4,2015
20151015,15-10-2015,October,4,2015
20151016,16-10-2015,October,4,2015
20151017,17-10-2015,October,4,2015
20151018,18-10-2015,October,4,2015
20151019,19-10-2015,October,4,2015
20151020,20-10-2015,October,4,2015
20151021,21-10-2015,October,4,2015
20151022,22-10-2015,October,4,2015
20151023,23-10-2015,October,4,2015
20151024,24-10-2015,October,4,2015
20151025,25-10-2015,October,4,2015
20151026,26-10-2015,October,4,2015
20151027,27-10-2015,October,4,2015
20151028,28-10-2015,October,4,2015
20151029,29-10-2015,October,4,2015
20151030,30-10-2015,October,4,2015
20151031,31-10-2015,October,4,2015
20151101,01-11-2015,November,4,2015
20151102,02-11-2015,November,4,2015
20151103,03-11-2015,November,4,2015
20151104,04-11-2015,November,4,2015
20151105,05-11-2015,November,4,2015
20151106,06-11-2015,November,4,2015
20151107,07-11-2015,November,4,2015
20151108,08-11-2015,November,4,2015
20151109,09-11-2015,November,4,2015
20151110,10-11-2015,November,4,2015
20151111,11-11-2015,November,4,2015
20151112,12-11-2015,November,4,2015
20151113,13-11-2015,November,4,2015
20151114,14-11-2015,November,4,2015
20151115,15-11-2015,November,4,2015
20151116,16-11-2015,November,4,2015
20151117,17-11-2015,November,4,2015
20151118,18-11-2015,November,4,2015
20151119,19-11-2015,November,4,2015
20151120,20-11-2015,November,4,2015
20151121,21-11-2015,November,4,2015
20151122,22-11-2015,November,4,2015
20151123,23-11-2015,November,4,2015
20151124,24-11-2015,November,4,2015
20151125,25-11-2015,November,4,2015
20151126,26-11-2015,November,4,2015
20151127,27-11-2015,November,4,2015
20151128,28-11-2015,November,4,2015
20151129,29-11-2015,November,4,2015
20151130,30-11-2015,November,4,2015
20151201,01-12-2015,December,4,2015
20151202,02-12-2015,December,4,2015
20151203,03-12-2015,December,4,2015
20151204,04-12-2015,December,4,2015
20151205,05-12-2015,December,4,2015
20151206,06-12-2015,December,4,2015
20151207,07-12-2015,December,4,2015
20151208,08-12-2015,December,4,2015
20151209,09-12-2015,December,4,2015
20151210,10-12-2015,December,4,2015
20151211,11-12-2015,December,4,2015
20151212,12-12-2015,December,4,2015
20151213,13-12-2015,December,4,2015
20151214,14-12-2015,December,4,2015
20151215,15-12-2015,December,4,2015
20151216,16-12-2015,December,4,2015
20151217,17-12-2015,December,4,2015
20151218,18-12-2015,December,4,2015
20151219,19-12-2015,December,4,2015
20151220,20-12-2015,December,4,2015
20151221,21-12-2015,December,4,2015
20151222,22-12-2015,December,4,2015
20151223,23-12-2015,December,4,2015
20151224,24-12-2015,December,4,2015
20151225,25-12-2015,December,4,2015
20151226,26-12-2015,December,4,2015
20151227,27-12-2015,December,4,2015
20151228,28-12-2015,December,4,2015
20151229,29-12-2015,December,4,2015
20151230,30-12-2015,December,4,2015
20151231,31-12-2015,December,4,2015
20160101,01-01-2016,January,1,2016
20160102,02-01-2016,January,1,2016
20160103,03-01-2016,January,1,2016
20160104,04-01-2016,January,1,2016
20160105,05-01-2016,January,1,2016
20160106,06-01-2016,January,1,2016
20160107,07-01-2016,January,1,2016
20160108,08-01-2016,January,1,2016
20160109,09-01-2016,January,1,2016
20160110,10-01-2016,January,1,2016
20160111,11-01-2016,January,1,2016
20160112,12-01-2016,January,1,2016
20160113,13-01-2016,January,1,2016
20160114,14-01-2016,January,1,2016
20160115,15-01-2016,January,1,2016
20160116,16-01-2016,January,1,2016
20160117,17-01-2016,January,1,2016
20160118,18-01-2016,January,1,2016
20160119,19-01-2016,January,1,2016
20160120,20-01-2016,January,1,2016
20160121,21-01-2016,January,1,2016
20160122,22-01-2016,January,1,2016
20160123,23-01-2016,January,1,2016
20160124,24-01-2016,January,1,2016
20160125,25-01-2016,January,1,2016
20160126,26-01-2016,January,1,2016
20160127,27-01-2016,January,1,2016
20160128,28-01-2016,January,1,2016
20160129,29-01-2016,January,1,2016
20160130,30-01-2016,January,1,2016
20160131,31-01-2016,January,1,2016
20160201,01-02-2016,February,1,2016
20160202,02-02-2016,February,1,2016
20160203,03-02-2016,February,1,2016
20160204,04-02-2016,February,1,2016
20160205,05-02-2016,February,1,2016
20160206,06-02-2016,February,1,2016
20160207,07-02-2016,February,1,2016
20160208,08-02-2016,February,1,2016
20160209,09-02-2016,February,1,2016
20160210,10-02-2016,February,1,2016
20160211,11-02-2016,February,1,2016
20160212,12-02-2016,February,1,2016
20160213,13-02-2016,February,1,2016
20160214,14-02-2016,February,1,2016
20160215,15-02-2016,February,1,2016
20160216,16-02-2016,February,1,2016
20160217,17-02-2016,February,1,2016
20160218,18-02-2016,February,1,2016
20160219,19-02-2016,February,1,2016
20160220,20-02-2016,February,1,2016
20160221,21-02-2016,February,1,2016
20160222,22-02-2016,February,1,2016
20160223,23-02-2016,February,1,2016
20160224,24-02-2016,February,1,2016
20160225,25-02-2016,February,1,2016
20160226,26-02-2016,February,1,2016
20160227,27-02-2016,February,1,2016
20160228,28-02-2016,February,1,2016
20160229,29-02-2016,February,1,2016
20160301,01-03-2016,March,1,2016
20160302,02-03-2016,March,1,2016
20160303,03-03-2016,March,1,2016
20160304,04-03-2016,March,1,2016
20160305,05-03-2016,March,1,2016
20160306,06-03-2016,March,1,2016
20160307,07-03-2016,March,1,2016
20160308,08-03-2016,March,1,2016
20160309,09-03-2016,March,1,2016
20160310,10-03-2016,March,1,2016
20160311,11-03-2016,March,1,2016
20160312,12-03-2016,March,1,2016
20160313,13-03-2016,March,1,2016
20160314,14-03-2016,March,1,2016
20160315,15-03-2016,March,1,2016
20160316,16-03-2016,March,1,2016
20160317,17-03-2016,March,1,2016
20160318,18-03-2016,March,1,2016
20160319,19-03-2016,March,1,2016
20160320,20-03-2016,March,1,2016
20160321,21-03-2016,March,1,2016
20160322,22-03-2016,March,1,2016
20160323,23-03-2016,March,1,2016
20160324,24-03-2016,March,1,2016
20160325,25-03-2016,March,1,2016
20160326,26-03-2016,March,1,2016
20160327,27-03-2016,March,1,2016
20160328,28-03-2016,March,1,2016
20160329,29-03-2016,March,1,2016
20160330,30-03-2016,March,1,2016
20160331,31-03-2016,March,1,2016
20160401,01-04-2016,April,2,2016
20160402,02-04-2016,April,2,2016
20160403,03-04-2016,April,2,2016
20160404,04-04-2016,April,2,2016
20160405,05-04-2016,April,2,2016
20160406,06-04-2016,April,2,2016
20160407,07-04-2016,April,2,2016
20160408,08-04-2016,April,2,2016
20160409,09-04-2016,April,2,2016
20160410,10-04-2016,April,2,2016
20160411,11-04-2016,April,2,2016
20160412,12-04-2016,April,2,2016
20160413,13-04-2016,April,2,2016
20160414,14-04-2016,April,2,2016
20160415,15-04-2016,April,2,2016
20160416,16-04-2016,April,2,2016
20160417,17-04-2016,April,2,2016
20160418,18-04-2016,April,2,2016
20160419,19-04-2016,April,2,2016
20160420,20-04-2016,April,2,2016
20160421,21-04-2016,April,2,2016
20160422,22-04-2016,April,2,2016
20160423,23-04-2016,April,2,2016
20160424,24-04-2016,April,2,2016
20160425,25-04-2016,April,2,2016
20160426,26-04-2016,April,2,2016
20160427,27-04-2016,April,2,2016
20160428,28-04-2016,April,2,2016
20160429,29-04-2016,April,2,2016
20160430,30-04-2016,April,2,2016
20160501,01-05-2016,May,2,2016
20160502,02-05-2016,May,2,2016
20160503,03-05-2016,May,2,2016
20160504,04-05-2016,May,2,2016
20160505,05-05-2016,May,2,2016
20160506,06-05-2016,May,2,2016
20160507,07-05-2016,May,2,2016
20160508,08-05-2016,May,2,2016
20160509,09-05-2016,May,2,2016
20160510,10-05-2016,May,2,2016
20160511,11-05-2016,May,2,2016
20160512,12-05-2016,May,2,2016
20160513,13-05-2016,May,2,2016
20160514,14-05-2016,May,2,2016
20160515,15-05-2016,May,2,2016
20160516,16-05-2016,May,2,2016
20160517,17-05-2016,May,2,2016
20160518,18-05-2016,May,2,2016
20160519,19-05-2016,May,2,2016
20160520,20-05-2016,May,2,2016
20160521,21-05-2016,May,2,2016
20160522,22-05-2016,May,2,2016
20160523,23-05-2016,May,2,2016
20160524,24-05-2016,May,2,2016
20160525,25-05-2016,May,2,2016
20160526,26-05-2016,May,2,2016
20160527,27-05-2016,May,2,2016
20160528,28-05-2016,May,2,2016
20160529,29-05-2016,May,2,2016
20160530,30-05-2016,May,2,2016
20160531,31-05-2016,May,2,2016
20160601,01-06-2016,June,2,2016
20160602,02-06-2016,June,2,2016
20160603,03-06-2016,June,2,2016
20160604,04-06-2016,June,2,2016
20160605,05-06-2016,June,2,2016
20160606,06-06-2016,June,2,2016
20160607,07-06-2016,June,2,2016
20160608,08-06-2016,June,2,2016
20160609,09-06-2016,June,2,2016
20160610,10-06-2016,June,2,2016
20160611,11-06-2016,June,2,2016
20160612,12-06-2016,June,2,2016
20160613,13-06-2016,June,2,2016
20160614,14-06-2016,June,2,2016
20160615,15-06-2016,June,2,2016
20160616,16-06-2016,June,2,2016
20160617,17-06-2016,June,2,2016
20160618,18-06-2016,June,2,2016
20160619,19-06-2016,June,2,2016
20160620,20-06-2016,June,2,2016
20160621,21-06-2016,June,2,2016
20160622,22-06-2016,June,2,2016
20160623,23-06-2016,June,2,2016
20160624,24-06-2016,June,2,2016
20160625,25-06-2016,June,2,2016
20160626,26-06-2016,June,2,2016
20160627,27-06-2016,June,2,2016
20160628,28-06-2016,June,2,2016
20160629,29-06-2016,June,2,2016
20160630,30-06-2016,June,2,2016
20160701,01-07-2016,July,3,2016
20160702,02-07-2016,July,3,2016
20160703,03-07-2016,July,3,2016
20160704,04-07-2016,July,3,2016
20160705,05-07-2016,July,3,2016
20160706,06-07-2016,July,3,2016
20160707,07-07-2016,July,3,2016
20160708,08-07-2016,July,3,2016
20160709,09-07-2016,July,3,2016
20160710,10-07-2016,July,3,2016
20160711,11-07-2016,July,3,2016
20160712,12-07-2016,July,3,2016
20160713,13-07-2016,July,3,2016
20160714,14-07-2016,July,3,2016
20160715,15-07-2016,July,3,2016
20160716,16-07-2016,July,3,2016
20160717,17-07-2016,July,3,2016
20160718,18-07-2016,July,3,2016
20160719,19-07-2016,July,3,2016
20160720,20-07-2016,July,3,2016
20160721,21-07-2016,July,3,2016
20160722,22-07-2016,July,3,2016
20160723,23-07-2016,July,3,2016
20160724,24-07-2016,July,3,2016
20160725,25-07-2016,July,3,2016
20160726,26-07-2016,July,3,2016
20160727,27-07-2016,July,3,2016
20160728,28-07-2016,July,3,2016
20160729,29-07-2016,July,3,2016
20160730,30-07-2016,July,3,2016
20160731,31-07-2016,July,3,2016
20160801,01-08-2016,August,3,2016
20160802,02-08-2016,August,3,2016
20160803,03-08-2016,August,3,2016
20160804,04-08-2016,August,3,2016
20160805,05-08-2016,August,3,2016
20160806,06-08-2016,August,3,2016
20160807,07-08-2016,August,3,2016
20160808,08-08-2016,August,3,2016
20160809,09-08-2016,August,3,2016
20160810,10-08-2016,August,3,2016
20160811,11-08-2016,August,3,2016
20160812,12-08-2016,August,3,2016
20160813,13-08-2016,August,3,2016
20160814,14-08-2016,August,3,2016
20160815,15-08-2016,August,3,2016
20160816,16-08-2016,August,3,2016
20160817,17-08-2016,August,3,2016
20160818,18-08-2016,August,3,2016
20160819,19-08-2016,August,3,2016
20160820,20-08-2016,August,3,2016
20160821,21-08-2016,August,3,2016
20160822,22-08-2016,August,3,2016
20160823,23-08-2016,August,3,2016
20160824,24-08-2016,August,3,2016
20160825,25-08-2016,August,3,2016
20160826,26-08-2016,August,3,2016
20160827,27-08-2016,August,3,2016
20160828,28-08-2016,August,3,2016
20160829,29-08-2016,August,3,2016
20160830,30-08-2016,August,3,2016
20160831,31-08-2016,August,3,2016
20160901,01-09-2016,September,3,2016
20160902,02-09-2016,September,3,2016
20160903,03-09-2016,September,3,2016
20160904,04-09-2016,September,3,2016
20160905,05-09-2016,September,3,2016
20160906,06-09-2016,September,3,2016
20160907,07-09-2016,September,3,2016
20160908,08-09-2016,September,3,2016
20160909,09-09-2016,September,3,2016
20160910,10-09-2016,September,3,2016
20160911,11-09-2016,September,3,2016
20160912,12-09-2016,September,3,2016
20160913,13-09-2016,September,3,2016
20160914,14-09-2016,September,3,2016
20160915,15-09-2016,September,3,2016
20160916,16-09-2016,September,3,2016
20160917,17-09-2016,September,3,2016
20160918,18-09-2016,September,3,2016
20160919,19-09-2016,September,3,2016
20160920,20-09-2016,September,3,2016
20160921,21-09-2016,September,3,2016
20160922,22-09-2016,September,3,2016
20160923,23-09-2016,September,3,2016
20160924,24-09-2016,September,3,2016
20160925,25-09-2016,September,3,2016
20160926,26-09-2016,September,3,2016
20160927,27-09-2016,September,3,2016
20160928,28-09-2016,September,3,2016
20160929,29-09-2016,September,3,2016
20160930,30-09-2016,September,3,2016
20161001,01-10-2016,October,4,2016
20161002,02-10-2016,October,4,2016
20161003,03-10-2016,October,4,2016
20161004,04-10-2016,October,4,2016
20161005,05-10-2016,October,4,2016
20161006,06-10-2016,October,4,2016
20161007,07-10-2016,October,4,2016
20161008,08-10-2016,October,4,2016
20161009,09-10-2016,October,4,2016
20161010,10-10-2016,October,4,2016
20161011,11-10-2016,October,4,2016
20161012,12-10-2016,October,4,2016
20161013,13-10-2016,October,4,2016
20161014,14-10-2016,October,4,2016
20161015,15-10-2016,October,4,2016
20161016,16-10-2016,October,4,2016
20161017,17-10-2016,October,4,2016
20161018,18-10-2016,October,4,2016
20161019,19-10-2016,October,4,2016
20161020,20-10-2016,October,4,2016
20161021,21-10-2016,October,4,2016
20161022,22-10-2016,October,4,2016
20161023,23-10-2016,October,4,2016
20161024,24-10-2016,October,4,2016
20161025,25-10-2016,October,4,2016
20161026,26-10-2016,October,4,2016
20161027,27-10-2016,October,4,2016
20161028,28-10-2016,October,4,2016
20161029,29-10-2016,October,4,2016
20161030,30-10-2016,October,4,2016
20161031,31-10-2016,October,4,2016
20161101,01-11-2016,November,4,2016
20161102,02-11-2016,November,4,2016
20161103,03-11-2016,November,4,2016
20161104,04-11-2016,November,4,2016
20161105,05-11-2016,November,4,2016
20161106,06-11-2016,November,4,2016
20161107,07-11-2016,November,4,2016
20161108,08-11-2016,November,4,2016
20161109,09-11-2016,November,4,2016
20161110,10-11-2016,November,4,2016
20161111,11-11-2016,November,4,2016
20161112,12-11-2016,November,4,2016
20161113,13-11-2016,November,4,2016
20161114,14-11-2016,November,4,2016
20161115,15-11-2016,November,4,2016
20161116,16-11-2016,November,4,2016
20161117,17-11-2016,November,4,2016
20161118,18-11-2016,November,4,2016
20161119,19-11-2016,November,4,2016
20161120,20-11-2016,November,4,2016
20161121,21-11-2016,November,4,2016
20161122,22-11-2016,November,4,2016
20161123,23-11-2016,November,4,2016
20161124,24-11-2016,November,4,2016
20161125,25-11-2016,November,4,2016
20161126,26-11-2016,November,4,2016
20161127,27-11-2016,November,4,2016
20161128,28-11-2016,November,4,2016
20161129,29-11-2016,November,4,2016
20161130,30-11-2016,November,4,2016
20161201,01-12-2016,December,4,2016
20161202,02-12-2016,December,4,2016
20161203,03-12-2016,December,4,2016
20161204,04-12-2016,December,4,2016
20161205,05-12-2016,December,4,2016
20161206,06-12-2016,December,4,2016
20161207,07-12-2016,December,4,2016
20161208,08-12-2016,December,4,2016
20161209,09-12-2016,December,4,2016
20161210,10-12-2016,December,4,2016
20161211,11-12-2016,December,4,2016
20161212,12-12-2016,December,4,2016
20161213,13-12-2016,December,4,2016
20161214,14-12-2016,December,4,2016
20161215,15-12-2016,December,4,2016
20161216,16-12-2016,December,4,2016
20161217,17-12-2016,December,4,2016
20161218,18-12-2016,December,4,2016
20161219,19-12-2016,December,4,2016
20161220,20-12-2016,December,4,2016
20161221,21-12-2016,December,4,2016
20161222,22-12-2016,December,4,2016
20161223,23-12-2016,December,4,2016
20161224,24-12-2016,December,4,2016
20161225,25-12-2016,December,4,2016
20161226,26-12-2016,December,4,2016
20161227,27-12-2016,December,4,2016
20161228,28-12-2016,December,4,2016
20161229,29-12-2016,December,4,2016
20161230,30-12-2016,December,4,2016
20161231,31-12-2016,December,4,2016
20170101,01-01-2017,January,1,2017
20170102,02-01-2017,January,1,2017
20170103,03-01-2017,January,1,2017
20170104,04-01-2017,January,1,2017
20170105,05-01-2017,January,1,2017
20170106,06-01-2017,January,1,2017
20170107,07-01-2017,January,1,2017
20170108,08-01-2017,January,1,2017
20170109,09-01-2017,January,1,2017
20170110,10-01-2017,January,1,2017
20170111,11-01-2017,January,1,2017
20170112,12-01-2017,January,1,2017
20170113,13-01-2017,January,1,2017
20170114,14-01-2017,January,1,2017
20170115,15-01-2017,January,1,2017
20170116,16-01-2017,January,1,2017
20170117,17-01-2017,January,1,2017
20170118,18-01-2017,January,1,2017
20170119,19-01-2017,January,1,2017
20170120,20-01-2017,January,1,2017
20170121,21-01-2017,January,1,2017
20170122,22-01-2017,January,1,2017
20170123,23-01-2017,January,1,2017
20170124,24-01-2017,January,1,2017
20170125,25-01-2017,January,1,2017
20170126,26-01-2017,January,1,2017
20170127,27-01-2017,January,1,2017
20170128,28-01-2017,January,1,2017
20170129,29-01-2017,January,1,2017
20170130,30-01-2017,January,1,2017
20170131,31-01-2017,January,1,2017
20170201,01-02-2017,February,1,2017
20170202,02-02-2017,February,1,2017
20170203,03-02-2017,February,1,2017
20170204,04-02-2017,February,1,2017
20170205,05-02-2017,February,1,2017
20170206,06-02-2017,February,1,2017
20170207,07-02-2017,February,1,2017
20170208,08-02-2017,February,1,2017
20170209,09-02-2017,February,1,2017
20170210,10-02-2017,February,1,2017
20170211,11-02-2017,February,1,2017
20170212,12-02-2017,February,1,2017
20170213,13-02-2017,February,1,2017
20170214,14-02-2017,February,1,2017
20170215,15-02-2017,February,1,2017
20170216,16-02-2017,February,1,2017
20170217,17-02-2017,February,1,2017
20170218,18-02-2017,February,1,2017
20170219,19-02-2017,February,1,2017
20170220,20-02-2017,February,1,2017
20170221,21-02-2017,February,1,2017
20170222,22-02-2017,February,1,2017
20170223,23-02-2017,February,1,2017
20170224,24-02-2017,February,1,2017
20170225,25-02-2017,February,1,2017
20170226,26-02-2017,February,1,2017
20170227,27-02-2017,February,1,2017
20170228,28-02-2017,February,1,2017
20170301,01-03-2017,March,1,2017
20170302,02-03-2017,March,1,2017
20170303,03-03-2017,March,1,2017
20170304,04-03-2017,March,1,2017
20170305,05-03-2017,March,1,2017
20170306,06-03-2017,March,1,2017
20170307,07-03-2017,March,1,2017
20170308,08-03-2017,March,1,2017
20170309,09-03-2017,March,1,2017
20170310,10-03-2017,March,1,2017
20170311,11-03-2017,March,1,2017
20170312,12-03-2017,March,1,2017
20170313,13-03-2017,March,1,2017
20170314,14-03-2017,March,1,2017
20170315,15-03-2017,March,1,2017
20170316,16-03-2017,March,1,2017
20170317,17-03-2017,March,1,2017
20170318,18-03-2017,March,1,2017
20170319,19-03-2017,March,1,2017
20170320,20-03-2017,March,1,2017
20170321,21-03-2017,March,1,2017
20170322,22-03-2017,March,1,2017
20170323,23-03-2017,March,1,2017
20170324,24-03-2017,March,1,2017
20170325,25-03-2017,March,1,2017
20170326,26-03-2017,March,1,2017
20170327,27-03-2017,March,1,2017
20170328,28-03-2017,March,1,2017
20170329,29-03-2017,March,1,2017
20170330,30-03-2017,March,1,2017
20170331,31-03-2017,March,1,2017
20170401,01-04-2017,April,2,2017
20170402,02-04-2017,April,2,2017
20170403,03-04-2017,April,2,2017
20170404,04-04-2017,April,2,2017
20170405,05-04-2017,April,2,2017
20170406,06-04-2017,April,2,2017
20170407,07-04-2017,April,2,2017
20170408,08-04-2017,April,2,2017
20170409,09-04-2017,April,2,2017
20170410,10-04-2017,April,2,2017
20170411,11-04-2017,April,2,2017
20170412,12-04-2017,April,2,2017
20170413,13-04-2017,April,2,2017
20170414,14-04-2017,April,2,2017
20170415,15-04-2017,April,2,2017
20170416,16-04-2017,April,2,2017
20170417,17-04-2017,April,2,2017
20170418,18-04-2017,April,2,2017
20170419,19-04-2017,April,2,2017
20170420,20-04-2017,April,2,2017
20170421,21-04-2017,April,2,2017
20170422,22-04-2017,April,2,2017
20170423,23-04-2017,April,2,2017
20170424,24-04-2017,April,2,2017
20170425,25-04-2017,April,2,2017
20170426,26-04-2017,April,2,2017
20170427,27-04-2017,April,2,2017
20170428,28-04-2017,April,2,2017
20170429,29-04-2017,April,2,2017
20170430,30-04-2017,April,2,2017
20170501,01-05-2017,May,2,2017
20170502,02-05-2017,May,2,2017
20170503,03-05-2017,May,2,2017
20170504,04-05-2017,May,2,2017
20170505,05-05-2017,May,2,2017
20170506,06-05-2017,May,2,2017
20170507,07-05-2017,May,2,2017
20170508,08-05-2017,May,2,2017
20170509,09-05-2017,May,2,2017
20170510,10-05-2017,May,2,2017
20170511,11-05-2017,May,2,2017
20170512,12-05-2017,May,2,2017
20170513,13-05-2017,May,2,2017
20170514,14-05-2017,May,2,2017
20170515,15-05-2017,May,2,2017
20170516,16-05-2017,May,2,2017
20170517,17-05-2017,May,2,2017
20170518,18-05-2017,May,2,2017
20170519,19-05-2017,May,2,2017
20170520,20-05-2017,May,2,2017
20170521,21-05-2017,May,2,2017
20170522,22-05-2017,May,2,2017
20170523,23-05-2017,May,2,2017
20170524,24-05-2017,May,2,2017
20170525,25-05-2017,May,2,2017
20170526,26-05-2017,May,2,2017
20170527,27-05-2017,May,2,2017
20170528,28-05-2017,May,2,2017
20170529,29-05-2017,May,2,2017
20170530,30-05-2017,May,2,2017
20170531,31-05-2017,May,2,2017
20170601,01-06-2017,June,2,2017
20170602,02-06-2017,June,2,2017
20170603,03-06-2017,June,2,2017
20170604,04-06-2017,June,2,2017
20170605,05-06-2017,June,2,2017
20170606,06-06-2017,June,2,2017
20170607,07-06-2017,June,2,2017
20170608,08-06-2017,June,2,2017
20170609,09-06-2017,June,2,2017
20170610,10-06-2017,June,2,2017
20170611,11-06-2017,June,2,2017
20170612,12-06-2017,June,2,2017
20170613,13-06-2017,June,2,2017
